0,1,2,y_true
9.466956e-05,0.9976943,0.002211053,1
8.304256e-05,0.9998331,8.3836865e-05,1
0.0001466209,0.9998078,4.5684163e-05,1
6.367479e-05,0.99979824,0.00013806901,2
8.570668e-05,0.99983823,7.605308e-05,1
6.722776e-05,5.2416486e-05,0.9998803,2
0.00021269126,0.9997526,3.4763172e-05,1
8.5150365e-05,0.9998379,7.700651e-05,1
5.5167606e-05,6.4801796e-05,0.99987996,1
6.936609e-05,0.99982303,0.00010764265,2
0.99212366,0.005339034,0.0025372785,0
6.640901e-05,5.3060827e-05,0.99988055,2
0.00029788035,0.04981386,0.94988817,1
0.000107057946,0.9998342,5.8781814e-05,1
0.00013246079,0.99150676,0.008360829,0
0.99877566,8.721276e-05,0.0011371798,0
0.00012249917,0.9998254,5.2130505e-05,2
8.6761436e-05,0.9998398,7.340015e-05,2
9.3672104e-05,0.9998312,7.508877e-05,2
5.5150445e-05,6.4989435e-05,0.99987984,1
0.00012712393,0.9998229,4.9999027e-05,2
7.9014026e-05,0.9998336,8.7329034e-05,1
4.9796112e-05,7.7777426e-05,0.9998723,2
9.403699e-05,0.9998337,7.2230396e-05,1
5.1717157e-05,7.174426e-05,0.9998765,2
6.1263294e-05,0.9997836,0.00015516613,1
4.489865e-05,0.00012298166,0.99983203,2
0.000107925975,0.99982905,6.302884e-05,1
7.511876e-05,0.9998196,0.00010534327,1
0.99879324,9.257724e-05,0.0011140638,2
9.427453e-05,0.9998388,6.688515e-05,1
5.9856553e-05,0.99978524,0.00015487308,1
0.000111816145,0.99983037,5.7743353e-05,1
0.00021191513,0.9997532,3.4912304e-05,1
8.0646256e-05,0.9998319,8.7404966e-05,1
6.5504304e-05,0.99981254,0.00012192835,1
0.000102062484,0.9998368,6.11676e-05,1
0.00017151,0.9997882,4.0244744e-05,2
0.00012958664,0.9998211,4.928324e-05,2
0.00010474093,0.9998368,5.847913e-05,2
0.022049978,0.0014545189,0.9764955,0
4.703643e-05,0.00011307388,0.9998398,2
0.00010086509,0.99983525,6.381192e-05,1
6.220695e-05,0.9997974,0.00014039144,1
5.797853e-05,6.119988e-05,0.9998809,2
0.00017235533,0.9997887,3.8928407e-05,2
6.851586e-05,0.9998116,0.00011989387,2
0.00014610491,0.99981004,4.3853845e-05,1
0.0001772433,0.9997836,3.924479e-05,0
0.0007487759,0.00034899707,0.9989022,2
0.00011625588,0.99983144,5.229095e-05,1
8.3113155e-05,0.99983215,8.474934e-05,1
5.1647694e-05,0.99957687,0.00037154226,1
7.875766e-05,0.0021752832,0.99774593,1
5.7977468e-05,6.0446786e-05,0.9998816,1
6.1751874e-05,5.604248e-05,0.9998822,1
5.579559e-05,6.351047e-05,0.9998807,1
7.0709255e-05,0.9998258,0.00010348743,2
4.8905255e-05,8.1807826e-05,0.99986935,1
6.1751874e-05,5.604248e-05,0.9998822,1
9.105143e-05,0.00015240247,0.9997565,0
6.0782393e-05,5.6812165e-05,0.99988234,1
0.00013175127,0.9998202,4.811718e-05,2
