0,1,2,y_true
0.039632626,0.028985454,0.93138194,1
0.0058962903,0.01727182,0.97683185,1
0.13907051,0.20750062,0.6534289,1
0.047384746,0.046826493,0.90578884,2
0.24448511,0.073937476,0.6815774,1
0.028729517,0.048184298,0.9230862,2
0.014151624,0.023947587,0.96190083,1
0.098779306,0.063038625,0.83818203,1
0.024829404,0.01980448,0.9553661,1
0.025417851,0.022425698,0.9521565,2
0.23462418,0.24119513,0.52418065,0
0.009647636,0.011407946,0.9789444,2
0.085991316,0.032308068,0.8817006,1
0.28548482,0.12162297,0.59289217,1
0.029438257,0.031155694,0.939406,0
0.16399817,0.12332334,0.7126785,0
0.004935288,0.009553866,0.9855108,2
0.0077852267,0.008617797,0.983597,2
0.21034677,0.029926883,0.7597264,2
0.080713,0.060247045,0.85904,1
0.32413498,0.113083996,0.5627811,2
0.13084993,0.06170621,0.8074438,1
0.02152913,0.00982395,0.9686469,2
0.13354278,0.1639339,0.7025233,1
0.047816083,0.024535673,0.92764825,2
0.16789,0.13950206,0.692608,1
0.017782744,0.027610553,0.95460665,2
0.37243736,0.0960729,0.5314897,1
0.8475073,0.084226795,0.06826589,1
0.06991613,0.04742782,0.882656,2
0.21201536,0.09810283,0.6898818,1
0.041012738,0.043036178,0.9159511,1
0.081908256,0.2251026,0.69298923,1
0.19853027,0.15902077,0.64244896,1
0.10547901,0.11378568,0.7807353,1
0.018387849,0.017837489,0.9637747,1
0.07282534,0.032346077,0.89482856,1
0.29224005,0.22511989,0.48264003,2
0.059111126,0.054729104,0.8861598,2
0.021760097,0.015588755,0.9626512,2
0.18029122,0.124837585,0.6948711,0
0.0047352514,0.0031709883,0.99209374,2
0.52880836,0.0314716,0.43972006,1
0.027756428,0.030187214,0.9420564,1
0.06428103,0.05305515,0.8826639,2
0.09808842,0.06337913,0.83853245,2
0.12860855,0.03738748,0.834004,2
0.08769207,0.041456535,0.87085146,1
0.17408603,0.08383196,0.742082,0
0.03126668,0.03977272,0.9289606,2
0.031364966,0.0417044,0.9269306,1
0.017409459,0.04455523,0.9380353,1
0.08354182,0.018557798,0.89790034,1
0.010922107,0.018014336,0.9710636,1
0.02628005,0.011176101,0.96254385,1
0.008125174,0.004490936,0.98738384,1
0.033337366,0.018910175,0.9477524,1
0.040820748,0.065051556,0.8941276,2
0.028027708,0.012073994,0.9598983,1
0.008125174,0.004490936,0.98738384,1
0.5030999,0.21496646,0.2819336,0
0.009892273,0.007256548,0.98285127,1
0.09378167,0.049225226,0.85699314,2
0.0016853458,0.0039942935,0.9943204,2
0.028960139,0.011475775,0.9595642,1
0.005251678,0.0038316713,0.99091667,1
0.04443594,0.017303713,0.93826026,1
0.016708318,0.0068377703,0.9764539,1
0.2614532,0.18061683,0.55792993,1
0.11476812,0.052515764,0.8327161,2
0.54769886,0.1567368,0.29556435,1
0.013564778,0.03706347,0.94937176,1
0.05610499,0.07039705,0.87349796,1
0.008028057,0.0056099575,0.9863621,1
0.28422353,0.38762507,0.32815146,0
0.0062927715,0.0055620996,0.9881451,2
0.07278964,0.0776316,0.84957874,1
0.12169994,0.07447754,0.8038225,2
0.0023113377,0.0057125916,0.9919761,2
0.013847231,0.007864114,0.97828865,1
0.0053542145,0.014139514,0.9805063,1
0.026394453,0.02692601,0.94667953,2
0.028921207,0.012606286,0.9584725,2
0.24042216,0.09981621,0.65976167,0
0.09688707,0.050893992,0.8522189,2
0.2847756,0.18306226,0.5321622,1
0.029596578,0.037078526,0.93332493,2
0.0044314936,0.010484454,0.985084,2
0.04729193,0.07776099,0.87494713,2
0.06940531,0.09747397,0.83312076,1
0.13394718,0.05533025,0.8107226,1
0.0385105,0.012802198,0.9486873,2
0.030575445,0.013936241,0.95548826,2
0.024000118,0.041389313,0.9346106,1
0.020123256,0.025590347,0.9542864,1
0.11758144,0.21792774,0.66449076,1
0.021430656,0.026069405,0.9524999,1
0.013218352,0.0090902485,0.9776914,1
0.01586128,0.0105236145,0.97361505,2
0.030445443,0.01060107,0.95895344,2
0.14467758,0.04510262,0.81021976,2
0.17461658,0.11558473,0.7097987,1
0.05152236,0.054016035,0.89446163,1
0.00917605,0.005213864,0.98561007,2
0.010769652,0.031421978,0.9578083,1
0.0065368977,0.0045248144,0.98893833,2
0.044420864,0.033038676,0.9225405,1
0.061898373,0.047490153,0.8906116,2
0.18565962,0.09590873,0.71843165,2
0.0064350953,0.008090727,0.9854742,2
0.11214838,0.059655745,0.8281958,2
0.13797015,0.11429841,0.7477314,0
0.047353216,0.072467975,0.88017887,1
0.042193316,0.029697109,0.9281096,2
0.1390512,0.090679176,0.7702696,1
0.27830356,0.19276081,0.52893555,1
0.13816366,0.089539886,0.7722965,1
0.0839542,0.046448164,0.8695977,1
0.15865159,0.28781626,0.55353224,2
0.027733477,0.010904684,0.96136177,2
0.49777713,0.17610806,0.3261149,1
0.05919791,0.03330502,0.90749705,1
0.051785994,0.03966425,0.9085497,1
0.022020027,0.023836225,0.9541438,2
0.04416192,0.04887291,0.9069652,1
0.29669058,0.08589657,0.6174128,2
0.23249902,0.100161895,0.6673391,0
0.19051366,0.11066195,0.69882435,0
0.15396465,0.098194495,0.7478409,1
0.011439541,0.01366317,0.97489727,1
0.059321307,0.011712402,0.9289662,2
0.20636876,0.13188958,0.6617417,1
0.02971865,0.01665033,0.95363104,1
0.057401933,0.04991058,0.89268756,1
0.06613767,0.094978124,0.83888423,1
0.044646967,0.042816862,0.91253614,1
0.041897207,0.022338996,0.93576384,2
0.0899766,0.06171718,0.8483062,1
0.013748158,0.014480769,0.9717711,1
0.19148286,0.32603705,0.48248014,1
0.025378488,0.026283339,0.9483381,1
0.14880323,0.1062577,0.744939,1
0.015511015,0.025556274,0.9589327,1
0.1700044,0.11929097,0.7107047,2
0.014402653,0.017862456,0.96773493,2
0.049655586,0.086450614,0.86389387,2
0.26202047,0.06520993,0.67276967,1
0.09762801,0.05593641,0.84643567,1
0.013895369,0.014269964,0.9718347,1
0.02628005,0.011176101,0.96254385,2
0.031516466,0.017815068,0.9506686,1
0.048158914,0.02130457,0.9305365,2
0.015931426,0.033412654,0.95065594,2
0.42973784,0.10778369,0.46247855,1
0.009892273,0.007256548,0.98285127,2
0.0021543677,0.0076544974,0.9901911,2
0.25095883,0.07062843,0.6784128,1
0.21669699,0.062323008,0.7209799,1
0.005553139,0.009751469,0.9846954,2
0.34794185,0.34789738,0.3041607,2
0.06842259,0.07200094,0.8595765,2
0.09484948,0.078882,0.8262685,2
0.0027109599,0.003250319,0.9940387,2
0.0062209545,0.010669612,0.9831094,2
0.1268351,0.21016173,0.6630032,2
0.11655809,0.07512195,0.80832,1
0.030340435,0.015634853,0.95402473,2
0.041012738,0.043036178,0.9159511,1
0.0057848687,0.012161796,0.9820533,1
0.026937716,0.04172624,0.93133605,2
0.033907406,0.046198186,0.9198944,2
0.57286894,0.23213138,0.19499962,0
0.29130334,0.08781724,0.62087935,1
0.104681075,0.09791099,0.79740787,2
0.25973696,0.0948505,0.64541256,1
0.0572273,0.06169143,0.88108134,1
0.0021966582,0.0026391074,0.9951643,1
0.076237924,0.03702868,0.8867334,1
0.036190514,0.0138792675,0.94993013,2
0.32106712,0.31162027,0.3673126,1
0.515385,0.20526432,0.27935073,1
0.10435192,0.12165527,0.7739928,0
0.59219795,0.12597214,0.28182995,1
0.064547844,0.024852931,0.9105992,2
0.016515471,0.044207007,0.9392775,2
0.06330336,0.019009782,0.9176869,2
0.032494005,0.02257863,0.9449274,1
0.33889097,0.2903569,0.37075216,1
0.09401425,0.16652782,0.7394579,1
0.11584537,0.19597732,0.6881773,1
0.0020213758,0.004889059,0.9930895,2
0.018940607,0.017310591,0.96374875,2
0.12066129,0.03985097,0.83948773,1
0.084766746,0.027124219,0.888109,1
0.011039001,0.0058861338,0.98307484,2
0.0014800378,0.002593974,0.995926,2
0.007678752,0.004843284,0.9874779,2
0.14179446,0.075518124,0.7826875,2
0.0119792605,0.03442383,0.9535969,2
0.17892477,0.061689645,0.75938565,1
0.8475073,0.084226795,0.06826589,0
0.081329696,0.05322527,0.86544514,1
0.08521584,0.052663453,0.86212075,1
0.40761447,0.363183,0.22920257,1
0.14836538,0.09429115,0.7573435,1
0.058805402,0.028209575,0.91298497,1
0.19204073,0.07503522,0.73292404,1
0.63230056,0.10211526,0.26558423,1
0.08559704,0.06704718,0.8473558,2
0.02152913,0.00982395,0.9686469,2
0.062413134,0.065901294,0.8716855,1
0.16397905,0.042060435,0.7939606,1
0.54114455,0.18229543,0.27656007,1
0.042766638,0.031670105,0.9255632,1
0.02793951,0.12553857,0.8465218,2
0.031097436,0.011507068,0.95739543,2
0.008125174,0.004490936,0.98738384,2
0.014811668,0.01415575,0.9710326,2
0.01799878,0.046447016,0.93555427,2
0.0023986446,0.0044649183,0.9931365,2
0.002258025,0.006875449,0.99086654,2
0.00041039084,0.0017027832,0.99788684,2
0.03559484,0.013380973,0.95102423,2
0.44183478,0.062457114,0.49570802,2
0.30966192,0.19019699,0.50014114,2
0.020739892,0.03757455,0.9416855,1
0.0082328925,0.0048134853,0.9869537,2
0.114307776,0.22201869,0.6636735,2
0.031150844,0.022866052,0.9459832,2
0.019371506,0.016534735,0.9640938,2
0.04411858,0.024965819,0.9309156,2
0.30828577,0.18439876,0.5073155,1
0.0012190732,0.0013435048,0.99743736,2
0.05129527,0.036621638,0.9120831,2
0.27986705,0.20001882,0.5201141,1
0.06260045,0.026852753,0.9105468,2
0.051341616,0.06277263,0.8858857,1
0.031364966,0.0417044,0.9269306,1
0.021574,0.011393198,0.9670329,1
0.0647529,0.017887438,0.91735965,2
0.12400648,0.112512976,0.7634806,1
0.010372084,0.018142179,0.9714857,2
0.044421934,0.023922494,0.9316556,2
0.005384311,0.019797152,0.9748185,2
0.27960333,0.14559205,0.5748046,1
0.021007368,0.020599296,0.95839334,2
0.06346068,0.027571188,0.90896815,1
0.02774531,0.03478657,0.9374681,1
0.021635368,0.011639426,0.9667252,1
0.06781708,0.018152928,0.9140301,2
0.2613765,0.1805823,0.5580412,1
0.15906172,0.103135854,0.73780245,1
0.2614532,0.18061683,0.55792993,1
0.4106194,0.28367984,0.30570075,1
0.18382739,0.11478665,0.7013859,1
0.11433151,0.056830995,0.8288374,1
0.098779306,0.063038625,0.83818203,1
0.2285178,0.19312167,0.57836056,1
0.43085355,0.42116618,0.14798026,1
0.49463826,0.38467622,0.12068552,1
0.43337372,0.29720291,0.26942334,2
0.3918701,0.22471869,0.38341126,2
0.015511015,0.025556274,0.9589327,1
0.010058539,0.006109566,0.9838319,2
0.0075531555,0.007979536,0.9844674,1
0.43473497,0.10317484,0.4620902,1
0.11476812,0.052515764,0.8327161,1
0.005718601,0.0034602205,0.9908213,1
0.012675148,0.0069012926,0.98042357,1
0.0034531618,0.011062065,0.9854848,2
0.059339646,0.10005509,0.8406053,1
0.068386786,0.10716594,0.8244472,1
0.011411372,0.02471415,0.9638746,1
0.011136429,0.011476216,0.97738737,2
0.09716836,0.09131014,0.8115215,1
0.079174004,0.07639447,0.8444315,1
0.07977715,0.07563349,0.8445894,1
0.011703011,0.01084164,0.9774554,1
