y_pred,y_true
4.8823367e-05,0
5.6576322e-05,0
0.85773945,1
2.2980788e-05,0
0.001440761,0
3.617093e-05,0
0.99999535,1
8.296916e-06,0
5.769636e-05,0
0.009632383,0
6.731655e-05,0
0.00013652691,0
2.5593883e-05,0
0.9999957,1
0.09525129,0
0.7530819,1
0.0033634924,0
1.7833082e-06,0
0.7530819,1
2.6258747e-06,0
0.00068294007,0
0.025838688,0
0.0021608204,0
0.99999523,1
0.00096041424,0
0.0026450872,0
0.0003671983,0
0.0069390754,0
0.0008100982,0
8.012903e-05,0
0.0041746274,0
0.28510532,0
2.3771681e-05,0
4.096542e-05,0
0.9999871,1
0.0012276476,0
0.00024652603,0
0.00022522213,0
0.01132638,0
0.04497861,0
0.026613684,0
3.14373e-06,0
0.9999949,1
0.0013383598,0
0.0002139528,0
0.0057484885,0
0.9999962,1
1.2940054e-06,0
0.9999963,1
0.06668249,0
0.00045087267,0
0.1565747,0
3.2828222e-05,0
0.99999106,1
0.0027720053,0
0.0003950949,0
0.00025446725,0
0.81751955,0
0.99999535,1
0.0001394998,0
1.7105534e-05,0
0.7530212,0
0.029478433,0
2.6179484e-06,0
0.018700046,0
2.2078227e-06,0
0.9999194,1
4.4591284e-06,0
0.20436616,1
2.8814273e-05,0
0.000104176965,0
0.9999589,1
0.05103237,0
1.493173e-05,0
0.7605869,1
0.9999969,1
0.99998057,1
0.00017693196,0
0.99999464,1
0.012066016,0
0.9999951,1
0.00019694789,0
0.0020779397,0
0.00026292403,0
0.000481092,0
0.0029392345,0
0.00030953388,0
1.8425628e-05,0
0.99999523,1
7.372318e-05,0
0.99999523,1
8.218481e-05,0
0.11913178,0
0.004675308,0
0.9999943,1
0.99999356,1
0.00012272818,0
0.9999906,1
0.9999958,1
0.00043300694,0
0.00083299296,0
0.001021839,0
0.99998724,1
7.888359e-07,0
0.004176342,0
0.5276727,1
0.99997735,1
0.10569817,0
2.2780761e-05,0
0.9999783,1
0.02871668,0
0.009040733,0
9.319168e-05,0
0.075738855,0
0.9999888,1
0.026613684,0
0.01020038,0
2.9801693e-05,0
0.9999963,1
0.005914878,0
0.0003894585,0
0.0013836351,0
4.6823254e-05,0
5.9176426e-05,0
0.017828379,0
0.055506174,0
0.009368145,0
0.76556665,1
0.00081033405,0
0.7551032,0
0.9001344,1
0.00064476405,0
6.4722335e-06,0
6.4048726e-07,0
0.26814812,1
9.2740454e-05,0
0.0046401783,0
0.00049998617,0
2.209046e-05,0
0.9999535,1
8.967062e-05,0
0.99999475,1
0.9999517,1
0.00785143,0
1.0244757e-05,0
0.99999297,1
3.1370098e-06,0
0.041664988,0
0.99999714,1
2.113198e-05,0
9.2783023e-07,0
0.00033740525,0
0.026613684,0
0.014276753,0
0.9999938,1
6.22065e-06,0
0.009318654,0
4.169531e-05,0
0.0005349011,0
0.002642359,0
0.04083262,0
0.0033282738,0
0.19717506,0
0.000204842,0
0.18292731,0
0.46843433,0
0.99996364,1
1.7677168e-06,0
0.03554581,0
0.006237327,0
0.123124786,0
0.0034225867,0
0.040332925,0
5.154264e-06,0
1.5504547e-05,0
0.9994553,1
1.629136e-05,0
0.7583919,0
0.36336267,0
0.7461978,1
0.99999213,1
0.0026044522,0
0.000108038534,0
0.9999312,1
0.004957339,0
0.9999491,1
0.037490837,0
0.0037378112,0
3.9550223e-06,0
0.0021268995,0
0.9999938,1
0.99999714,1
0.9999933,1
0.010341047,0
6.61455e-05,0
0.0034144383,0
0.010134635,0
0.0058556707,0
0.00013076505,0
0.0015171372,0
4.135028e-06,0
0.9999956,1
0.010319121,0
0.00071823405,0
0.03953084,0
0.0028321794,0
4.6793302e-05,0
0.9983354,1
0.00013108716,0
0.0037879257,0
0.7471306,1
0.0029131046,0
9.311568e-06,0
0.022730952,0
0.007497235,0
0.08852588,0
0.000753393,0
0.00072017434,0
7.2501294e-05,0
0.007242298,0
3.2021573e-05,0
0.9999957,1
0.00033233705,0
0.0028321794,0
9.768714e-06,0
0.03395471,0
7.0165755e-05,0
0.01965935,0
0.99998474,1
0.0015444527,0
0.0003912771,0
0.049198832,1
0.050565127,0
1.747294e-05,0
6.0796797e-06,0
0.7530819,1
3.728592e-05,0
0.9999926,1
0.02960322,1
0.0045027593,0
6.05191e-05,0
7.5824964e-06,0
0.9966182,0
0.00013130721,0
0.0037645178,0
0.062472176,0
0.00087781035,0
0.010491868,0
0.020117322,0
2.9806029e-06,0
0.9999908,1
0.0010006179,0
3.376233e-05,0
0.00422348,0
0.9999976,1
0.01091433,0
0.99702805,1
0.0006284602,0
0.0006284602,0
0.03677603,0
0.023064137,0
2.7471992e-06,0
2.6317077e-05,0
0.035857476,0
0.9999907,1
0.99999523,1
1.1069938e-05,0
0.003670264,0
0.00012634453,0
0.0056283167,0
0.85973483,0
0.9999964,1
0.99998474,1
0.18447983,0
0.00015469299,0
0.00035346014,0
0.99886084,0
0.29115668,1
0.015058251,0
0.99999106,1
0.0015194678,0
0.9669886,1
0.0001177985,0
0.999998,1
4.5536963e-05,0
0.9971488,1
0.026613684,0
0.07536632,0
0.0004011276,0
0.9999945,1
0.0002839532,0
0.034888983,0
0.99999213,1
0.9999957,1
0.9999949,1
0.19390567,0
3.567101e-05,0
2.22014e-05,0
2.7483338e-06,0
0.15078464,0
0.999997,1
0.000115925635,0
0.0014874146,0
2.62855e-05,0
0.00012301441,0
0.00020864126,0
0.03800969,0
0.99998975,1
0.9375421,1
1.4502098e-06,0
0.00011746177,0
7.862144e-05,0
0.0006284602,0
0.025342645,0
0.11530588,0
0.7530819,1
0.00017639663,0
4.2919723e-06,0
0.35332793,1
0.00019122078,0
0.005697216,0
0.0056283167,0
3.95446e-06,0
0.9999924,1
0.0009237072,0
0.031499363,0
0.00018301845,0
0.99999213,1
9.630822e-06,0
0.00764848,0
5.7523255e-05,0
0.9999976,1
0.10823776,0
0.00018269259,0
0.05283419,0
0.010571782,0
0.99973744,1
0.99989927,1
1.9397377e-05,0
4.778211e-05,0
0.7384087,0
2.308805e-05,0
8.54734e-06,0
6.047808e-05,0
0.0009071209,0
0.7061803,1
0.0012581444,0
1.0626993e-05,0
0.9999906,1
0.9999428,1
0.00025261266,0
0.003670264,0
0.00015564154,0
0.9659796,1
1.0829988e-05,0
0.07880143,0
0.0023169913,0
0.75026494,1
6.363487e-06,0
0.53490037,1
0.99999654,1
0.0002999905,0
0.062201545,0
0.9992342,1
0.041697055,0
0.29115668,1
1.5756876e-05,0
0.02352729,0
0.0058173696,0
0.9999553,1
0.9999653,1
0.0028157977,0
0.0008419641,0
0.0025981637,0
0.004414814,0
0.030668525,0
0.9999815,1
0.9944787,1
0.009801724,0
0.00011060495,0
0.9999751,1
0.14305468,0
4.1491e-05,0
1.7271223e-05,0
6.6097437e-06,0
0.044504017,0
0.00011323599,0
0.009015054,0
0.0004401636,0
0.09263667,0
0.00020835678,0
0.00032504636,0
0.0016293251,0
1.2853128e-05,0
0.9999949,1
0.0001812039,0
0.010632688,0
0.039730407,0
3.0089925e-05,0
0.0028321794,0
0.7530819,1
0.08342821,0
0.020528387,0
0.23560032,1
0.012963502,0
0.0150188245,0
0.0017952877,0
0.00020011037,0
0.00013279922,0
0.013396813,0
4.4330547e-05,0
0.6963967,0
4.726767e-05,0
0.00021151637,0
0.018527426,0
0.0046671336,0
0.0003643387,0
5.216415e-05,0
0.9999933,1
0.0033949532,0
0.04341449,0
0.6988854,0
0.99999595,1
0.0017993415,0
0.0067362743,0
8.624767e-06,0
0.9999629,1
0.74017316,0
0.0012286765,0
0.0003535082,0
0.0003126528,0
0.9999815,1
0.7598549,1
0.0055515254,0
0.99996924,1
0.036370557,0
2.2514076e-05,0
0.00033664663,0
0.12472888,0
0.056811027,0
0.00892641,0
0.00057799503,0
0.009015054,0
0.0122647,0
0.00034214824,0
0.9999895,1
9.347788e-06,0
0.030305503,0
0.9999958,1
0.018527426,0
7.685914e-05,0
0.9999852,1
0.9999573,1
0.03299275,0
9.395156e-06,0
0.02689074,0
0.999997,1
0.9997143,1
1.3609173e-05,0
0.00012552063,0
0.99999285,1
0.0546074,0
0.006089897,0
1.4779054e-05,0
0.00017308291,0
0.04083262,0
0.000864359,0
0.99999547,1
0.021065146,0
0.99999166,1
0.012914382,0
0.00044700448,0
0.00024265193,0
0.018089695,0
0.0015851732,0
0.9999881,1
0.9999901,1
0.007498133,0
0.022768723,0
3.661649e-05,0
0.004371492,0
0.020520689,0
5.1315317e-05,0
0.022242725,0
0.010546547,0
0.99999046,1
0.0026450872,0
1.4156409e-05,0
0.00011114406,0
0.99999523,1
0.13848116,0
0.0005188272,0
5.428227e-05,0
5.338284e-05,0
0.0004839805,0
0.7426501,1
0.0006891605,0
8.300535e-05,0
0.004063938,0
2.6188618e-05,0
0.99998724,1
1.2933466e-06,0
0.0066548386,0
5.1904644e-06,0
0.0011218453,0
