0,1,2,y_true
0.034809288,0.0173754,0.9478154,1
0.009228898,0.014987554,0.9757835,1
0.06709198,0.073366076,0.85954195,1
0.04240417,0.028995339,0.92860055,2
0.16910964,0.04058872,0.7903017,1
0.018951999,0.032976165,0.94807184,2
0.024523722,0.02269608,0.95278025,1
0.28942913,0.055808116,0.6547628,1
0.023001151,0.011435318,0.9655635,1
0.034835868,0.017968731,0.9471954,2
0.24655642,0.13600726,0.6174364,0
0.013323899,0.0086434595,0.9780327,2
0.032135244,0.0149776405,0.95288706,1
0.1662898,0.037816036,0.79589415,1
0.023817804,0.023872292,0.95230985,0
0.16704929,0.078297056,0.7546537,0
0.006057732,0.006755234,0.987187,2
0.019962164,0.01352478,0.966513,2
0.4251109,0.0153806,0.55950844,2
0.03695502,0.025632039,0.9374129,1
0.2319509,0.049899526,0.71814954,2
0.09040595,0.038209002,0.871385,1
0.013351104,0.005986198,0.98066264,2
0.070512295,0.056096748,0.87339103,1
0.03645212,0.017505696,0.9460422,2
0.1568703,0.089017056,0.75411266,1
0.025481222,0.022860426,0.95165837,2
0.37438196,0.07350702,0.552111,1
0.93782634,0.037890527,0.024283085,1
0.06599879,0.026134675,0.90786654,2
0.1709658,0.04607266,0.7829615,1
0.06275056,0.04756989,0.88967955,1
0.05790557,0.10405203,0.8380424,1
0.28683308,0.084508516,0.6286584,1
0.13867018,0.08415114,0.7771787,1
0.009871627,0.0061358665,0.9839925,1
0.06592988,0.01637765,0.9176924,1
0.24862942,0.11381914,0.6375514,2
0.046220392,0.033554997,0.92022455,2
0.02617208,0.011529533,0.9622984,2
0.24488482,0.09503427,0.66008085,0
0.0033769528,0.0020574494,0.9945656,2
0.576992,0.012844651,0.4101634,1
0.05691934,0.038038697,0.905042,1
0.033399865,0.020509534,0.94609064,2
0.08838724,0.042371992,0.86924076,2
0.10338773,0.018880669,0.8777317,2
0.066714555,0.022522332,0.9107631,1
0.2263639,0.05085463,0.7227814,0
0.024194341,0.020933488,0.95487213,2
0.114780806,0.05021059,0.8350087,1
0.023261227,0.033761326,0.9429775,1
0.1467474,0.016687565,0.836565,1
0.0146145,0.018909909,0.9664756,1
0.017877908,0.007345992,0.9747761,1
0.004087772,0.0023901921,0.9935221,1
0.026675444,0.0139581235,0.9593663,1
0.039978933,0.04019605,0.9198251,2
0.01922903,0.007912363,0.97285867,1
0.004087772,0.0023901921,0.9935221,1
0.5363596,0.12702368,0.33661667,0
0.0064470973,0.003935816,0.9896171,1
0.08467803,0.03769118,0.87763083,2
0.0022493163,0.0036688924,0.9940818,2
0.017686091,0.0067010815,0.9756128,1
0.0034101182,0.002226402,0.99436355,1
0.0253099,0.010201053,0.96448904,1
0.020057665,0.0060897344,0.97385263,1
0.3855027,0.1433639,0.47113338,1
0.09872035,0.037435677,0.8638439,2
0.5964254,0.101471886,0.30210268,1
0.020189771,0.028748633,0.9510616,1
0.055466183,0.04789282,0.89664096,1
0.0047160788,0.0031135904,0.9921703,1
0.28677568,0.2287997,0.48442468,0
0.0044486467,0.003751563,0.9917998,2
0.1488537,0.067410395,0.7837359,1
0.090161316,0.04156514,0.86827356,2
0.002153266,0.0039085173,0.9939382,2
0.009662226,0.004720854,0.985617,1
0.0069997855,0.0136857685,0.97931445,1
0.03721109,0.017253336,0.94553554,2
0.020369837,0.008602964,0.9710272,2
0.23384155,0.049769685,0.71638876,0
0.060511045,0.030377958,0.9091109,2
0.2724836,0.11998464,0.6075318,1
0.0030957584,0.0059960554,0.99090827,2
0.009597036,0.018806819,0.9715962,2
0.047467105,0.047164403,0.90536857,2
0.057345465,0.058582317,0.88407224,1
0.14598833,0.043997254,0.8100144,1
0.027150523,0.008403014,0.9644465,2
0.025261644,0.010838493,0.9638999,2
0.030180737,0.03358822,0.93623096,1
0.021737318,0.01834533,0.9599173,1
0.13481124,0.13088055,0.73430824,1
0.029304974,0.027221762,0.9434733,1
0.022861527,0.009262624,0.96787584,1
0.008484104,0.0046249684,0.986891,2
0.020449124,0.006893758,0.9726571,2
0.16460663,0.03374076,0.80165255,2
0.16732429,0.07278071,0.75989497,1
0.04330938,0.035516955,0.92117363,1
0.0045714504,0.0027441715,0.9926844,2
0.017753946,0.027404506,0.9548416,1
0.0043248883,0.0027463776,0.9929288,2
0.028459938,0.01258992,0.9589501,1
0.048943847,0.028939182,0.922117,2
0.19911088,0.066918634,0.7339705,2
0.007301302,0.0068898336,0.9858089,2
0.12556733,0.042785857,0.83164686,2
0.112932175,0.05522265,0.83184516,0
0.060748808,0.039099783,0.9001514,1
0.034713402,0.020433092,0.94485354,2
0.09421578,0.055725407,0.8500588,1
0.27206475,0.08906183,0.6388734,1
0.17977649,0.06120261,0.7590209,1
0.07809242,0.028416503,0.89349097,1
0.20464523,0.15532482,0.64002997,2
0.060756985,0.011152612,0.9280904,2
0.56364065,0.11789957,0.31845975,1
0.077347904,0.023978464,0.89867365,1
0.035045106,0.01609198,0.94886297,1
0.02380848,0.0179457,0.9582459,2
0.0782644,0.03894773,0.8827879,1
0.23473647,0.041992877,0.72327065,2
0.23814641,0.059066083,0.7027875,0
0.18071993,0.06546048,0.75381964,0
0.16079043,0.06800658,0.771203,1
0.010174891,0.008632958,0.9811921,1
0.3537083,0.011520017,0.63477165,2
0.09236953,0.05023056,0.8573998,1
0.026912699,0.014831099,0.9582562,1
0.08829414,0.051730447,0.85997546,1
0.052841105,0.056747034,0.8904119,1
0.030574622,0.026257653,0.9431677,1
0.015294604,0.006757691,0.97794765,2
