0,1,2,y_true
0.04314094,0.027328888,0.92953026,1
0.03186937,0.08508111,0.8830495,1
0.105857246,0.13727711,0.7568656,1
0.020812575,0.034342017,0.94484544,2
0.18095413,0.0346034,0.7844425,1
0.0559321,0.07692775,0.8671402,2
0.012618519,0.036639865,0.9507416,1
0.4087065,0.15853554,0.4327579,1
0.022806296,0.018017607,0.9591761,1
0.055911947,0.067695476,0.8763926,2
0.25568685,0.2696181,0.47469506,0
0.01879975,0.017423823,0.96377647,2
0.03270012,0.015849939,0.95145,1
0.10685684,0.0488914,0.84425175,1
0.026686125,0.045701217,0.92761266,0
0.24163996,0.18220866,0.57615143,0
0.0024765772,0.003176057,0.9943474,2
0.0030585371,0.006118191,0.9908234,2
0.1326403,0.012917791,0.854442,2
0.044696517,0.04179789,0.91350555,1
0.20557243,0.17602152,0.61840606,2
0.09531397,0.064990684,0.8396954,1
0.010348489,0.0044657043,0.9851858,2
0.16891566,0.26295245,0.56813186,1
0.02819143,0.013901666,0.9579069,2
0.17368965,0.26729736,0.559013,1
0.035314504,0.04352186,0.9211636,2
0.2698176,0.10367538,0.62650704,1
0.89027226,0.07574034,0.03398736,1
0.038073443,0.027124641,0.9348019,2
0.25235242,0.064038746,0.6836088,1
0.03790801,0.034895826,0.9271961,1
0.052757982,0.2805617,0.66668034,1
0.23159446,0.19880117,0.5696044,1
0.14232029,0.22413805,0.63354164,1
0.0067621754,0.005425504,0.98781234,1
0.05257361,0.016750911,0.93067545,1
0.48577294,0.22124013,0.292987,2
0.06612162,0.052326895,0.88155144,2
0.017322505,0.014246984,0.9684305,2
0.18279287,0.121465914,0.69574124,0
0.0024507816,0.0015623531,0.9959869,2
0.5064402,0.022757998,0.47080183,1
0.03625354,0.034450375,0.9292961,1
0.08098369,0.09741565,0.8216006,2
0.07442932,0.049949292,0.8756214,2
0.022708187,0.007842806,0.969449,2
0.06155351,0.032436304,0.9060102,1
0.16245781,0.04794919,0.789593,0
0.02826662,0.031288426,0.94044507,2
0.13290507,0.10265337,0.76444155,1
0.016159143,0.05096138,0.93287945,1
0.13202964,0.027567968,0.8404024,1
0.01917096,0.03490599,0.94592315,1
0.0128463935,0.005265414,0.98188823,1
0.004484731,0.00217439,0.9933409,1
0.015962299,0.009332448,0.9747053,1
0.03182635,0.05828833,0.90988535,2
0.014148439,0.005812974,0.9800386,1
0.004484731,0.00217439,0.9933409,1
0.5556129,0.131801,0.3125861,0
0.0060733026,0.0036764916,0.9902503,1
0.09875983,0.077994026,0.8232461,2
0.0020590692,0.0021246418,0.9958163,2
0.016742801,0.0069603245,0.97629684,1
0.003151778,0.0019261489,0.9949221,1
0.023880001,0.0102661215,0.96585387,1
0.01452931,0.0033011287,0.98216957,1
0.2645253,0.34862334,0.38685137,1
0.10144594,0.043486726,0.8550673,2
0.42767903,0.12058202,0.4517389,1
0.01278813,0.046378713,0.9408331,1
0.056893032,0.100035384,0.8430716,1
0.0068741073,0.004542656,0.9885832,1
0.24798203,0.2965039,0.45551407,0
0.0050689527,0.004281536,0.9906495,2
0.15742823,0.12321443,0.7193573,1
0.11279678,0.07294464,0.8142586,2
0.0023771306,0.0048479727,0.99277484,2
0.012821343,0.0067269746,0.98045164,1
0.0051356046,0.011625148,0.98323923,1
0.054273374,0.037935007,0.9077916,2
0.012098878,0.006777819,0.9811234,2
0.11202909,0.06342817,0.8245427,0
0.06523907,0.038806003,0.8959549,2
0.29237732,0.2576376,0.44998506,1
0.006168419,0.009153527,0.98467803,2
0.0025525058,0.005484132,0.9919634,2
0.038640324,0.07450155,0.8868581,2
0.05291158,0.09293388,0.8541545,1
0.10842944,0.04791191,0.8436587,1
0.017711967,0.0052264873,0.97706157,2
0.016178349,0.007902244,0.9759194,2
0.036049064,0.050189994,0.91376084,1
0.015528615,0.020888105,0.96358335,1
0.13864625,0.29989785,0.56145597,1
0.018457938,0.028261593,0.9532805,1
0.014447574,0.008239826,0.9773127,1
0.0131456135,0.0071208975,0.9797335,2
0.012033672,0.0043826653,0.9835836,2
0.13907689,0.048980948,0.81194216,2
0.15593253,0.123748645,0.72031885,1
0.018293967,0.02943918,0.9522668,1
0.0054013263,0.0028526743,0.991746,2
0.00915307,0.037393402,0.95345354,1
0.0055930456,0.0032095364,0.99119735,2
0.010694686,0.0067875516,0.9825178,1
0.0671133,0.044990752,0.88789594,2
0.16610247,0.10258285,0.73131466,2
0.0059851995,0.005160517,0.9888544,2
0.106889874,0.04573409,0.847376,2
0.1132895,0.0763746,0.81033593,0
0.08775063,0.06815597,0.84409344,1
0.022476424,0.01585396,0.9616697,2
0.075926304,0.073525004,0.8505486,1
0.2903487,0.16204217,0.5476091,1
0.23023891,0.12812719,0.6416339,1
0.056185517,0.034366332,0.90944815,1
0.16592334,0.25184834,0.58222836,2
0.045246035,0.010979137,0.9437749,2
0.42811015,0.1388668,0.433023,1
0.05594424,0.030613765,0.91344196,1
0.011487651,0.007964449,0.9805479,1
0.0059467647,0.007684681,0.9863686,2
0.11552165,0.073957585,0.81052077,1
0.285636,0.07868691,0.63567704,2
0.1614135,0.07810508,0.7604814,0
0.14800481,0.09675077,0.7552444,0
0.1899035,0.11060931,0.6994872,1
0.009445654,0.014685446,0.9758689,1
0.02203938,0.0032531004,0.97470754,2
0.1572444,0.12093742,0.72181815,1
0.047995992,0.022344133,0.92965984,1
